num_critic_for_reviews,duration,final_budget,imdb_score, Black and White,Color,director_firstclass,director_secondclass,director_thirdclass,director_unknown
215.0,105.0,40000000.0,7.1,0,1,0,1,0,0
109.0,114.0,40000000.0,5.9,0,1,1,0,0,0
125.0,206.0,40000000.0,8.0,1,0,1,0,0,0
65.0,99.0,40000000.0,4.6,0,1,1,0,0,0
125.0,123.0,57000000.0,6.1,0,1,1,0,0,0
191.0,102.0,20000000.0,6.4,0,1,0,1,0,0
191.0,109.0,40000000.0,6.0,0,1,0,1,0,0
221.0,82.0,40000000.0,5.2,0,1,1,0,0,0
459.0,142.0,40000000.0,7.6,0,1,1,0,0,0
131.0,106.0,40000000.0,6.4,0,1,0,1,0,0
222.0,114.0,23278631.022,6.4,0,1,1,0,0,0
118.0,106.0,50000000.0,6.1,0,1,1,0,0,0
100.0,108.0,40000000.0,6.1,0,1,1,0,0,0
70.0,98.0,40000000.0,5.2,0,1,0,0,1,0
138.0,131.0,35000000.0,7.7,0,1,1,0,0,0
274.0,118.0,40000000.0,7.3,0,1,0,1,0,0
349.0,113.0,30000000.0,6.9,0,1,1,0,0,0
341.0,130.0,40000000.0,8.5,0,1,1,0,0,0
196.0,116.0,42000000.0,6.3,0,1,0,1,0,0
83.0,89.0,40000000.0,5.9,0,1,0,0,1,0
283.0,139.0,40000000.0,7.8,0,1,0,1,0,0
105.0,130.0,30000000.0,6.7,0,1,1,0,0,0
351.0,107.0,40000000.0,6.4,0,1,0,1,0,0
16.0,116.0,40000000.0,5.9,0,1,1,0,0,0
195.0,96.0,40000000.0,6.6,0,1,1,0,0,0
175.0,99.0,40000000.0,6.8,0,1,0,0,1,0
193.0,104.0,43000000.0,6.5,1,0,0,1,0,0
169.0,105.0,25000000.0,6.6,0,1,0,1,0,0
128.0,101.0,40000000.0,5.8,0,1,0,0,1,0
249.0,134.0,40000000.0,6.9,0,1,1,0,0,0
91.0,135.0,40000000.0,7.1,0,1,1,0,0,0
207.0,98.0,40000000.0,5.8,0,1,0,1,0,0
77.0,155.0,36000000.0,7.2,0,1,1,0,0,0
25.0,106.0,40000000.0,6.0,0,1,1,0,0,0
211.0,102.0,40000000.0,4.7,0,1,0,1,0,0
19.0,95.0,40000000.0,5.2,0,1,1,0,0,0
101.0,103.0,65000000.0,5.5,0,1,0,0,1,0
175.0,95.0,40000000.0,6.5,0,1,0,1,0,0
342.0,109.0,40000000.0,7.0,0,1,0,1,0,0
147.0,95.0,40000000.0,5.8,0,1,1,0,0,0
420.0,111.0,40000000.0,6.2,0,1,1,0,0,0
138.0,123.0,40000000.0,6.5,0,1,1,0,0,0
82.0,140.0,38000000.0,7.2,0,1,1,0,0,0
201.0,94.0,40000000.0,5.1,0,1,0,1,0,0
82.0,94.0,60000000.0,4.7,0,1,0,0,1,0
277.0,92.0,40000000.0,5.9,0,1,0,1,0,0
90.0,102.0,75000000.0,5.8,0,1,0,0,1,0
157.0,123.0,40000000.0,7.2,0,1,0,1,0,0
124.0,104.0,30000000.0,6.2,0,1,1,0,0,0
146.0,102.0,40000000.0,5.7,0,1,0,1,0,0
303.0,136.0,40000000.0,6.1,0,1,0,1,0,0
70.0,93.0,25000000.0,6.0,0,1,0,1,0,0
283.0,129.0,40000000.0,6.9,0,1,1,0,0,0
212.0,107.0,40000000.0,6.5,0,1,0,1,0,0
98.0,117.0,40000000.0,5.0,0,1,0,1,0,0
110.0,116.0,60000000.0,5.7,0,1,0,1,0,0
146.0,135.0,40000000.0,7.0,0,1,1,0,0,0
100.0,107.0,65000000.0,5.1,0,1,1,0,0,0
62.0,90.0,75000000.0,5.3,0,1,0,1,0,0
70.0,99.0,40000000.0,4.4,0,1,1,0,0,0
107.0,104.0,40000000.0,4.7,0,1,1,0,0,0
169.0,115.0,35000000.0,6.7,0,1,0,1,0,0
94.0,119.0,40000000.0,6.7,0,1,0,0,1,0
190.0,99.0,40000000.0,5.7,0,1,1,0,0,0
112.0,112.0,500000.0,7.4,0,1,1,0,0,0
12.0,128.0,40000000.0,6.1,0,1,0,1,0,0
201.0,112.0,40000000.0,6.4,0,1,0,1,0,0
34.0,86.0,40000000.0,6.2,0,1,0,1,0,0
104.0,108.0,60000000.0,6.2,0,1,0,1,0,0
55.0,128.0,60000000.0,5.9,1,0,0,1,0,0
86.0,84.0,40000000.0,4.0,0,1,0,1,0,0
50.0,111.0,40000000.0,6.2,0,1,0,1,0,0
181.0,131.0,45000000.0,4.6,0,1,1,0,0,0
260.0,123.0,40000000.0,6.4,0,1,0,1,0,0
40.0,101.0,40000000.0,5.9,0,1,0,1,0,0
102.0,102.0,63600000.0,5.1,0,1,0,1,0,0
371.0,114.0,45000000.0,7.6,0,1,0,1,0,0
49.0,107.0,55000000.0,4.2,0,1,0,0,1,0
335.0,87.0,40000000.0,7.8,0,1,1,0,0,0
86.0,103.0,40000000.0,5.8,0,1,1,0,0,0
40.0,99.0,40000000.0,5.9,0,1,1,0,0,0
242.0,122.0,13731718.0,8.4,1,0,1,0,0,0
70.0,91.0,30000000.0,4.8,0,1,0,1,0,0
135.0,103.0,60000000.0,6.2,0,1,0,0,1,0
125.0,107.0,40000000.0,6.5,0,1,0,1,0,0
54.0,106.0,38000000.0,6.3,0,1,0,0,1,0
104.0,101.0,42000000.0,3.3,0,1,0,1,0,0
157.0,109.0,40000000.0,5.9,0,1,1,0,0,0
78.0,89.0,40000000.0,5.8,0,1,0,1,0,0
88.0,100.0,13858075.9823,6.5,0,1,1,0,0,0
32.0,119.0,36000000.0,4.7,0,1,0,1,0,0
75.0,83.0,45000000.0,4.1,0,1,0,0,1,0
219.0,108.0,33000000.0,6.8,0,1,0,1,0,0
83.0,102.0,40000000.0,6.2,0,1,1,0,0,0
53.0,93.0,40000000.0,4.5,0,1,0,1,0,0
61.0,84.0,35000000.0,5.8,0,1,0,1,0,0
308.0,107.0,39478482.4462,7.3,0,1,1,0,0,0
70.0,91.0,40000000.0,5.9,0,1,1,0,0,0
41.0,94.0,40000000.0,4.4,0,1,0,0,1,0
224.0,115.0,40000000.0,5.8,0,1,0,1,0,0
66.0,93.0,40000000.0,5.1,0,1,0,1,0,0
253.0,105.0,20000000.0,6.9,0,1,0,1,0,0
79.0,107.0,20000000.0,6.2,0,1,0,1,0,0
94.0,101.0,25000000.0,6.9,0,1,0,1,0,0
77.0,111.0,30000000.0,7.3,1,0,0,1,0,0
106.0,113.0,40000000.0,7.1,0,1,0,0,1,0
30.0,112.0,25000000.0,6.0,0,1,0,1,0,0
488.0,126.0,39200000.0,7.0,0,1,0,0,1,0
63.0,90.0,26815000.0,6.8,0,1,0,1,0,0
42.0,93.0,14117788.6618,5.7,0,1,0,0,1,0
118.0,98.0,23000000.0,7.6,0,1,1,0,0,0
44.0,159.0,18026148.0,8.4,0,1,0,0,1,0
214.0,107.0,39000000.0,7.1,0,1,1,0,0,0
110.0,102.0,22756220.4597,5.6,0,1,0,1,0,0
370.0,87.0,39000000.0,7.0,1,0,1,0,0,0
276.0,119.0,40000000.0,8.0,0,1,0,1,0,0
76.0,110.0,39000000.0,5.3,0,1,0,0,1,0
95.0,125.0,39000000.0,4.9,0,1,1,0,0,0
211.0,113.0,40000000.0,6.4,0,1,1,0,0,0
160.0,150.0,86905558.7882,7.4,0,1,1,0,0,0
97.0,108.0,38000000.0,6.1,0,1,1,0,0,0
174.0,96.0,38000000.0,6.5,0,1,1,0,0,0
23.0,93.0,39000000.0,5.7,0,1,0,1,0,0
103.0,100.0,38000000.0,5.1,0,1,1,0,0,0
98.0,118.0,35000000.0,6.6,0,1,0,0,1,0
273.0,122.0,38600000.0,6.5,0,1,0,1,0,0
279.0,120.0,38000000.0,6.9,0,1,1,0,0,0
4.0,88.0,40000000.0,6.4,0,1,0,0,1,0
65.0,146.0,50000000.0,7.6,1,0,1,0,0,0
98.0,115.0,38000000.0,5.6,0,1,1,0,0,0
116.0,123.0,35000000.0,6.2,0,1,0,0,1,0
76.0,94.0,30000000.0,4.4,0,1,1,0,0,0
106.0,102.0,53000000.0,5.6,0,1,0,1,0,0
55.0,98.0,38000000.0,5.5,0,1,0,1,0,0
172.0,133.0,38000000.0,6.7,0,1,1,0,0,0
47.0,118.0,38000000.0,6.1,0,1,1,0,0,0
107.0,105.0,57000000.0,6.2,0,1,1,0,0,0
323.0,109.0,10000000.0,7.3,0,1,0,1,0,0
37.0,129.0,38000000.0,6.6,0,1,1,0,0,0
297.0,109.0,15000000.0,8.2,0,1,1,0,0,0
302.0,127.0,38000000.0,6.4,0,1,0,1,0,0
38.0,118.0,37000000.0,6.4,0,1,0,1,0,0
31.0,110.0,38000000.0,5.2,0,1,1,0,0,0
118.0,90.0,55000000.0,6.5,0,1,0,1,0,0
546.0,144.0,32000000.0,7.1,0,1,1,0,0,0
21.0,97.0,38000000.0,4.8,0,1,0,1,0,0
86.0,130.0,40000000.0,7.3,1,0,1,0,0,0
194.0,112.0,38000000.0,5.2,0,1,0,0,1,0
437.0,133.0,35000000.0,7.7,0,1,0,1,0,0
378.0,150.0,37000000.0,7.6,0,1,0,1,0,0
170.0,110.0,40000000.0,5.7,0,1,1,0,0,0
341.0,96.0,37000000.0,7.0,0,1,1,0,0,0
139.0,96.0,37000000.0,6.0,0,1,0,0,1,0
393.0,123.0,38000000.0,8.1,0,1,1,0,0,0
224.0,188.0,37000000.0,8.0,0,1,1,0,0,0
203.0,107.0,37000000.0,5.6,0,1,1,0,0,0
148.0,110.0,38000000.0,6.1,0,1,0,0,1,0
131.0,113.0,37000000.0,6.9,0,1,0,1,0,0
350.0,122.0,37000000.0,5.2,0,1,1,0,0,0
129.0,116.0,36000000.0,7.0,0,1,0,1,0,0
40.0,93.0,65000000.0,6.3,0,1,1,0,0,0
289.0,118.0,37000000.0,7.0,0,1,0,1,0,0
14.0,115.0,29500000.0,5.3,0,1,0,0,1,0
72.0,93.0,36000000.0,6.9,0,1,0,1,0,0
89.0,121.0,36000000.0,6.2,0,1,0,1,0,0
265.0,101.0,36000000.0,6.4,0,1,0,1,0,0
54.0,107.0,36000000.0,6.4,0,1,0,1,0,0
126.0,124.0,42000000.0,5.7,0,1,1,0,0,0
110.0,109.0,36000000.0,6.1,0,1,1,0,0,0
138.0,105.0,37000000.0,5.4,0,1,1,0,0,0
31.0,130.0,36000000.0,6.7,0,1,1,0,0,0
95.0,127.0,35000000.0,6.8,0,1,1,0,0,0
267.0,114.0,37000000.0,6.0,0,1,0,1,0,0
175.0,106.0,36000000.0,7.8,0,1,1,0,0,0
63.0,95.0,44000000.0,5.3,0,1,0,1,0,0
85.0,81.0,37000000.0,4.5,0,1,0,1,0,0
44.0,95.0,35200000.0,5.4,0,1,0,1,0,0
334.0,108.0,35000000.0,7.8,0,1,1,0,0,0
78.0,105.0,36000000.0,7.2,0,1,0,0,1,0
199.0,95.0,33000000.0,6.6,0,1,1,0,0,0
186.0,126.0,35000000.0,7.6,0,1,1,0,0,0
77.0,102.0,36000000.0,5.9,0,1,0,1,0,0
68.0,121.0,35000000.0,6.7,0,1,1,0,0,0
261.0,129.0,29000000.0,7.7,0,1,0,1,0,0
122.0,88.0,35000000.0,5.4,0,1,1,0,0,0
340.0,106.0,35000000.0,6.9,0,1,0,1,0,0
493.0,110.0,38000000.0,7.7,0,1,1,0,0,0
208.0,109.0,35000000.0,6.8,0,1,0,1,0,0
134.0,143.0,35000000.0,6.4,0,1,0,1,0,0
275.0,120.0,35000000.0,5.7,0,1,0,1,0,0
120.0,128.0,35000000.0,7.3,0,1,1,0,0,0
144.0,123.0,35000000.0,6.8,0,1,1,0,0,0
332.0,129.0,35000000.0,6.3,0,1,1,0,0,0
104.0,105.0,35000000.0,5.9,0,1,0,1,0,0
116.0,162.0,27000000.0,7.4,0,1,0,1,0,0
177.0,138.0,35000000.0,8.3,0,1,1,0,0,0
127.0,100.0,35000000.0,6.2,0,1,0,1,0,0
83.0,90.0,35000000.0,6.3,0,1,1,0,0,0
97.0,108.0,35000000.0,5.8,0,1,1,0,0,0
256.0,101.0,1800000.0,7.5,0,1,1,0,0,0
225.0,109.0,33000000.0,6.3,0,1,0,1,0,0
83.0,132.0,35000000.0,6.4,0,1,0,1,0,0
160.0,123.0,35000000.0,7.2,0,1,0,1,0,0
191.0,87.0,34000000.0,6.3,0,1,0,1,0,0
74.0,109.0,35000000.0,6.9,0,1,0,1,0,0
238.0,109.0,35000000.0,6.6,0,1,0,1,0,0
177.0,92.0,35000000.0,6.0,0,1,1,0,0,0
405.0,125.0,35000000.0,7.5,0,1,0,1,0,0
61.0,202.0,33000000.0,7.7,0,1,1,0,0,0
285.0,134.0,35000000.0,6.2,0,1,1,0,0,0
124.0,88.0,35000000.0,5.4,0,1,0,1,0,0
164.0,92.0,35000000.0,6.6,0,1,0,0,1,0
120.0,91.0,35000000.0,5.3,0,1,0,1,0,0
90.0,75.0,33000000.0,5.6,0,1,1,0,0,0
120.0,98.0,30000000.0,5.9,0,1,0,0,1,0
117.0,147.0,35000000.0,7.8,0,1,1,0,0,0
226.0,100.0,33000000.0,6.7,0,1,1,0,0,0
223.0,120.0,10700000.0,7.4,0,1,1,0,0,0
193.0,104.0,35000000.0,6.2,0,1,1,0,0,0
228.0,103.0,35000000.0,5.4,0,1,0,1,0,0
360.0,109.0,40000000.0,6.7,0,1,1,0,0,0
148.0,104.0,35000000.0,5.3,0,1,0,0,1,0
128.0,112.0,35000000.0,5.9,0,1,0,1,0,0
46.0,95.0,50000000.0,4.8,0,1,0,1,0,0
40.0,102.0,20177616.4535,7.3,0,1,0,1,0,0
63.0,102.0,35000000.0,3.8,0,1,0,0,1,0
193.0,150.0,35000000.0,8.5,1,0,1,0,0,0
122.0,101.0,30000000.0,6.8,0,1,1,0,0,0
228.0,108.0,30000000.0,5.3,0,1,1,0,0,0
212.0,98.0,27000000.0,7.3,0,1,1,0,0,0
392.0,137.0,35000000.0,6.6,0,1,1,0,0,0
208.0,112.0,35000000.0,6.2,0,1,0,1,0,0
137.0,101.0,35000000.0,5.2,0,1,0,1,0,0
119.0,103.0,35000000.0,6.2,0,1,1,0,0,0
195.0,101.0,35000000.0,6.2,0,1,0,1,0,0
95.0,112.0,35000000.0,6.6,0,1,0,1,0,0
100.0,111.0,20000000.0,6.4,0,1,0,0,1,0
164.0,102.0,35000000.0,6.2,0,1,1,0,0,0
211.0,101.0,35000000.0,5.1,0,1,1,0,0,0
91.0,155.0,35000000.0,6.6,0,1,1,0,0,0
44.0,93.0,9000000.0,6.1,0,1,0,0,1,0
97.0,109.0,35000000.0,6.1,0,1,0,1,0,0
32.0,140.0,35000000.0,6.6,0,1,0,1,0,0
270.0,108.0,30000000.0,5.9,0,1,0,0,1,0
89.0,96.0,35000000.0,6.3,0,1,0,1,0,0
219.0,123.0,35000000.0,7.1,0,1,0,0,1,0
180.0,106.0,35000000.0,5.0,0,1,1,0,0,0
93.0,76.0,35000000.0,5.6,0,1,0,0,1,0
173.0,107.0,55000000.0,7.4,0,1,1,0,0,0
121.0,82.0,35000000.0,4.5,0,1,0,1,0,0
298.0,109.0,35000000.0,6.2,0,1,0,0,1,0
158.0,99.0,38000000.0,5.0,0,1,1,0,0,0
248.0,91.0,35000000.0,6.5,0,1,1,0,0,0
155.0,87.0,35000000.0,5.1,0,1,1,0,0,0
105.0,125.0,35000000.0,6.5,0,1,0,1,0,0
224.0,118.0,35000000.0,6.2,0,1,1,0,0,0
129.0,98.0,31000000.0,6.3,0,1,0,1,0,0
101.0,92.0,35000000.0,3.8,0,1,0,1,0,0
145.0,93.0,21348105.8847,5.2,0,1,0,0,1,0
57.0,116.0,47000000.0,6.0,0,1,0,0,1,0
227.0,92.0,35000000.0,6.2,0,1,1,0,0,0
13.0,115.0,35000000.0,5.7,0,1,0,1,0,0
171.0,120.0,35000000.0,6.7,0,1,0,1,0,0
119.0,111.0,35000000.0,6.8,0,1,1,0,0,0
44.0,94.0,35000000.0,6.0,0,1,1,0,0,0
188.0,100.0,35000000.0,7.3,0,1,0,1,0,0
166.0,101.0,35000000.0,5.5,0,1,0,1,0,0
584.0,139.0,32000000.0,6.7,0,1,0,1,0,0
67.0,91.0,35000000.0,4.8,0,1,0,0,1,0
233.0,109.0,35000000.0,5.7,0,1,1,0,0,0
112.0,102.0,38000000.0,5.1,0,1,1,0,0,0
151.0,103.0,35000000.0,6.0,0,1,0,0,1,0
63.0,83.0,35000000.0,4.2,0,1,0,1,0,0
335.0,123.0,35000000.0,7.4,0,1,1,0,0,0
24.0,101.0,35000000.0,4.6,0,1,0,1,0,0
147.0,117.0,35000000.0,6.9,0,1,1,0,0,0
10.0,114.0,35000000.0,6.9,0,1,1,0,0,0
12.0,330.0,35000000.0,8.0,0,1,1,0,0,0
50.0,121.0,35000000.0,6.4,0,1,0,1,0,0
149.0,114.0,35000000.0,6.3,0,1,1,0,0,0
24.0,156.0,35000000.0,8.4,1,0,0,0,1,0
28.0,135.0,19545630.374,7.1,0,1,0,1,0,0
95.0,148.0,35000000.0,6.8,0,1,1,0,0,0
288.0,148.0,34132083.604,7.5,0,1,1,0,0,0
58.0,93.0,34323200.0,5.7,0,1,0,0,1,0
110.0,103.0,23000000.0,7.2,0,1,0,1,0,0
297.0,113.0,34000000.0,6.8,0,1,0,1,0,0
90.0,91.0,35000000.0,5.4,0,1,0,1,0,0
56.0,139.0,30000000.0,7.2,0,1,1,0,0,0
274.0,96.0,35000000.0,7.3,0,1,1,0,0,0
68.0,102.0,70000000.0,5.2,0,1,0,0,1,0
98.0,96.0,35000000.0,5.5,0,1,1,0,0,0
256.0,101.0,34000000.0,7.7,0,1,0,1,0,0
117.0,128.0,34000000.0,7.1,0,1,0,1,0,0
107.0,109.0,75000000.0,5.3,0,1,0,0,1,0
52.0,114.0,50000000.0,5.6,0,1,0,1,0,0
135.0,105.0,35000000.0,5.7,0,1,0,1,0,0
211.0,141.0,35000000.0,7.1,0,1,0,1,0,0
57.0,195.0,35000000.0,7.5,0,1,0,1,0,0
81.0,138.0,40000000.0,7.6,0,1,1,0,0,0
107.0,101.0,50000000.0,5.5,0,1,1,0,0,0
100.0,99.0,30000000.0,5.1,0,1,1,0,0,0
60.0,85.0,34000000.0,6.3,0,1,0,0,1,0
195.0,89.0,30000000.0,4.9,0,1,0,0,1,0
121.0,99.0,33000000.0,6.5,0,1,0,0,1,0
285.0,105.0,33000000.0,5.6,0,1,1,0,0,0
103.0,97.0,30000000.0,5.3,0,1,0,0,1,0
192.0,140.0,33000000.0,6.5,0,1,0,0,1,0
90.0,118.0,10000000.0,6.8,0,1,0,1,0,0
258.0,94.0,30000000.0,6.5,0,1,0,1,0,0
56.0,124.0,33000000.0,6.0,0,1,1,0,0,0
197.0,134.0,32500000.0,8.4,0,1,0,0,1,0
254.0,113.0,30000000.0,6.0,0,1,0,1,0,0
299.0,124.0,32000000.0,7.6,0,1,1,0,0,0
163.0,98.0,18054525.3991,5.6,0,1,0,1,0,0
152.0,97.0,33000000.0,6.9,0,1,1,0,0,0
53.0,123.0,32000000.0,6.4,0,1,1,0,0,0
67.0,99.0,35000000.0,5.1,0,1,1,0,0,0
88.0,101.0,32000000.0,7.0,0,1,1,0,0,0
163.0,92.0,32000000.0,5.7,0,1,0,1,0,0
371.0,131.0,32500000.0,6.8,0,1,0,1,0,0
418.0,107.0,32000000.0,6.7,0,1,0,1,0,0
131.0,103.0,29000000.0,6.2,0,1,0,0,1,0
98.0,129.0,32000000.0,7.2,0,1,0,1,0,0
119.0,107.0,20000000.0,6.2,0,1,0,1,0,0
133.0,89.0,35000000.0,5.6,0,1,0,0,1,0
88.0,113.0,32000000.0,4.4,0,1,1,0,0,0
522.0,93.0,32000000.0,7.5,0,1,0,1,0,0
43.0,120.0,32000000.0,7.1,0,1,0,1,0,0
224.0,98.0,32000000.0,6.4,0,1,1,0,0,0
122.0,105.0,33000000.0,7.1,0,1,1,0,0,0
56.0,142.0,35000000.0,5.9,0,1,1,0,0,0
75.0,98.0,32000000.0,6.9,0,1,0,0,1,0
441.0,96.0,32000000.0,7.5,0,1,1,0,0,0
163.0,87.0,32000000.0,6.3,0,1,1,0,0,0
63.0,107.0,32000000.0,6.4,1,0,1,0,0,0
90.0,90.0,28000000.0,5.9,0,1,0,1,0,0
163.0,121.0,55000000.0,6.8,0,1,1,0,0,0
197.0,119.0,32000000.0,6.3,0,1,0,0,1,0
93.0,107.0,35000000.0,3.6,0,1,0,1,0,0
15.0,110.0,30000000.0,5.3,0,1,1,0,0,0
260.0,100.0,30000000.0,5.9,0,1,0,0,1,0
18.0,75.0,32000000.0,6.9,0,1,0,1,0,0
70.0,132.0,32000000.0,6.9,0,1,0,1,0,0
183.0,105.0,32000000.0,6.1,1,0,1,0,0,0
12.0,93.0,32000000.0,5.7,0,1,0,0,1,0
261.0,289.0,31500000.0,8.5,0,1,1,0,0,0
167.0,102.0,32000000.0,6.3,0,1,0,0,1,0
42.0,143.0,23000000.0,7.3,0,1,1,0,0,0
130.0,113.0,31500000.0,6.3,0,1,0,1,0,0
66.0,161.0,31000000.0,7.2,0,1,1,0,0,0
449.0,138.0,31000000.0,7.3,0,1,1,0,0,0
121.0,126.0,34000000.0,6.3,0,1,0,1,0,0
536.0,99.0,25000000.0,8.1,0,1,1,0,0,0
135.0,101.0,31000000.0,6.9,0,1,1,0,0,0
74.0,103.0,31000000.0,6.3,0,1,0,1,0,0
168.0,118.0,31000000.0,7.3,0,1,0,1,0,0
204.0,99.0,31000000.0,6.1,0,1,0,0,1,0
96.0,105.0,30250000.0,6.9,0,1,1,0,0,0
223.0,113.0,45000000.0,7.2,1,0,1,0,0,0
112.0,93.0,34200000.0,6.4,0,1,1,0,0,0
142.0,108.0,30000000.0,6.4,0,1,0,1,0,0
166.0,74.0,30000000.0,8.3,0,1,1,0,0,0
114.0,116.0,30000000.0,7.2,0,1,1,0,0,0
214.0,104.0,30000000.0,6.8,0,1,0,0,1,0
126.0,106.0,31000000.0,6.5,0,1,0,1,0,0
157.0,120.0,30000000.0,7.8,0,1,0,1,0,0
104.0,135.0,30000000.0,7.6,0,1,1,0,0,0
304.0,132.0,30000000.0,7.2,0,1,0,1,0,0
191.0,92.0,20000000.0,6.7,1,0,0,1,0,0
55.0,99.0,30000000.0,6.8,0,1,1,0,0,0
59.0,90.0,30000000.0,6.3,0,1,0,1,0,0
108.0,111.0,26000000.0,6.2,0,1,1,0,0,0
50.0,103.0,26000000.0,6.2,0,1,0,1,0,0
216.0,127.0,33000000.0,8.6,0,1,1,0,0,0
472.0,112.0,30000000.0,8.0,0,1,0,1,0,0
89.0,87.0,30000000.0,7.0,0,1,0,0,1,0
229.0,138.0,25000000.0,8.0,0,1,1,0,0,0
268.0,132.0,30000000.0,8.1,0,1,1,0,0,0
145.0,103.0,80000000.0,6.7,0,1,1,0,0,0
177.0,123.0,29000000.0,7.9,0,1,0,1,0,0
175.0,111.0,30000000.0,6.1,0,1,1,0,0,0
131.0,102.0,30000000.0,4.2,0,1,1,0,0,0
41.0,78.0,30000000.0,6.1,0,1,0,0,1,0
30.0,132.0,30000000.0,6.6,0,1,0,1,0,0
57.0,133.0,30000000.0,7.5,0,1,1,0,0,0
391.0,108.0,25000000.0,7.4,0,1,1,0,0,0
217.0,125.0,30000000.0,7.2,0,1,1,0,0,0
452.0,98.0,35000000.0,6.9,0,1,0,1,0,0
589.0,119.0,30000000.0,7.4,0,1,0,1,0,0
61.0,87.0,49000000.0,5.4,0,1,1,0,0,0
79.0,91.0,30000000.0,6.8,0,1,0,1,0,0
234.0,100.0,30000000.0,6.3,0,1,0,1,0,0
253.0,118.0,30000000.0,7.2,0,1,1,0,0,0
123.0,109.0,45000000.0,6.9,0,1,1,0,0,0
145.0,99.0,30000000.0,6.0,0,1,0,0,1,0
65.0,114.0,30000000.0,5.9,0,1,0,0,1,0
152.0,89.0,30000000.0,5.4,0,1,1,0,0,0
94.0,95.0,19000000.0,5.9,0,1,0,1,0,0
119.0,98.0,37000000.0,6.1,0,1,1,0,0,0
487.0,94.0,17000000.0,7.7,0,1,1,0,0,0
121.0,85.0,42000000.0,5.8,0,1,0,0,1,0
147.0,124.0,53000000.0,7.6,0,1,0,0,1,0
85.0,131.0,80000000.0,6.1,0,1,0,1,0,0
98.0,107.0,27800000.0,5.4,0,1,0,0,1,0
39.0,99.0,30000000.0,5.1,0,1,0,1,0,0
43.0,83.0,30000000.0,6.4,0,1,1,0,0,0
108.0,131.0,30000000.0,6.3,0,1,1,0,0,0
209.0,85.0,30000000.0,7.5,0,1,0,0,1,0
131.0,126.0,30000000.0,7.1,0,1,1,0,0,0
73.0,102.0,30000000.0,5.2,0,1,0,1,0,0
316.0,123.0,30000000.0,7.8,0,1,1,0,0,0
159.0,105.0,30000000.0,6.5,0,1,1,0,0,0
63.0,125.0,30000000.0,6.6,0,1,1,0,0,0
162.0,92.0,19360551.8048,5.1,0,1,1,0,0,0
267.0,77.0,40000000.0,7.4,0,1,1,0,0,0
95.0,118.0,24632704.2735,7.2,0,1,0,0,1,0
478.0,121.0,30000000.0,7.6,0,1,0,1,0,0
305.0,124.0,30000000.0,7.5,0,1,1,0,0,0
397.0,99.0,30000000.0,6.6,0,1,1,0,0,0
214.0,112.0,25000000.0,7.2,0,1,0,1,0,0
82.0,111.0,30000000.0,7.6,0,1,0,1,0,0
138.0,107.0,30000000.0,6.2,0,1,1,0,0,0
69.0,104.0,30000000.0,5.6,0,1,0,1,0,0
253.0,113.0,38000000.0,7.6,0,1,1,0,0,0
304.0,113.0,32000000.0,6.6,0,1,0,1,0,0
634.0,95.0,30000000.0,7.0,0,1,0,0,1,0
111.0,86.0,30000000.0,2.7,0,1,0,1,0,0
77.0,126.0,30000000.0,7.6,0,1,0,1,0,0
120.0,101.0,27000000.0,6.6,0,1,0,0,1,0
63.0,102.0,25000000.0,6.9,0,1,1,0,0,0
417.0,111.0,30000000.0,6.8,0,1,1,0,0,0
59.0,95.0,30000000.0,3.7,0,1,0,1,0,0
218.0,98.0,30000000.0,6.1,0,1,0,1,0,0
359.0,100.0,30000000.0,5.9,0,1,0,1,0,0
101.0,118.0,30000000.0,6.7,0,1,0,0,1,0
85.0,125.0,30000000.0,6.9,0,1,0,1,0,0
64.0,94.0,60000000.0,5.5,0,1,0,1,0,0
263.0,79.0,30000000.0,7.1,0,1,0,0,1,0
450.0,106.0,30000000.0,7.1,0,1,1,0,0,0
85.0,111.0,25725064.7592,5.9,0,1,0,0,1,0
162.0,63.0,30000000.0,7.3,0,1,0,0,1,0
85.0,85.0,19000000.0,3.4,0,1,0,0,1,0
110.0,108.0,30000000.0,6.8,0,1,0,1,0,0
165.0,139.0,30000000.0,6.9,0,1,0,1,0,0
64.0,127.0,30000000.0,7.0,0,1,0,1,0,0
44.0,106.0,30000000.0,5.5,0,1,0,1,0,0
147.0,95.0,30000000.0,5.1,0,1,1,0,0,0
242.0,118.0,30000000.0,6.2,0,1,0,1,0,0
244.0,108.0,30000000.0,5.9,0,1,0,0,1,0
73.0,105.0,35000000.0,5.2,0,1,0,0,1,0
232.0,131.0,30000000.0,6.2,0,1,1,0,0,0
63.0,104.0,30000000.0,5.5,0,1,0,1,0,0
239.0,133.0,35000000.0,7.4,0,1,0,1,0,0
158.0,94.0,30000000.0,4.4,0,1,0,1,0,0
152.0,109.0,20000000.0,6.3,0,1,0,0,1,0
105.0,96.0,30000000.0,6.1,0,1,1,0,0,0
36.0,105.0,25000000.0,5.3,0,1,0,0,1,0
181.0,99.0,30000000.0,5.4,0,1,0,0,1,0
219.0,112.0,30000000.0,6.7,0,1,1,0,0,0
158.0,108.0,30000000.0,5.9,0,1,0,1,0,0
155.0,126.0,35000000.0,7.3,0,1,0,1,0,0
74.0,98.0,40000000.0,5.5,0,1,0,1,0,0
368.0,104.0,26000000.0,5.8,0,1,0,1,0,0
